full_path,class_label,fault_label,speed_pct,col_index,split,n_segments
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch2.csv,healthy 1,healthy 1,50,16,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch3.csv,healthy 1,healthy 1,50,16,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch1.csv,healthy 1,healthy 1,50,17,test,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch2.csv,healthy 1,healthy 1,50,17,test,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch3.csv,healthy 1,healthy 1,50,17,test,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch1.csv,healthy 1,healthy 1,50,18,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch2.csv,healthy 1,healthy 1,50,18,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch3.csv,healthy 1,healthy 1,50,18,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch1.csv,healthy 1,healthy 1,50,19,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch2.csv,healthy 1,healthy 1,50,19,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch3.csv,healthy 1,healthy 1,50,19,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch1.csv,healthy 1,healthy 1,50,20,test,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch2.csv,healthy 1,healthy 1,50,20,test,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch3.csv,healthy 1,healthy 1,50,20,test,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch1.csv,healthy 1,healthy 1,50,21,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch2.csv,healthy 1,healthy 1,50,21,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch3.csv,healthy 1,healthy 1,50,21,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch1.csv,healthy 1,healthy 1,50,22,val,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch2.csv,healthy 1,healthy 1,50,22,val,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch3.csv,healthy 1,healthy 1,50,22,val,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch1.csv,healthy 1,healthy 1,50,23,val,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch2.csv,healthy 1,healthy 1,50,23,val,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch3.csv,healthy 1,healthy 1,50,23,val,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch1.csv,healthy 1,healthy 1,50,24,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch2.csv,healthy 1,healthy 1,50,24,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch3.csv,healthy 1,healthy 1,50,24,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch1.csv,healthy 1,healthy 1,50,25,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch2.csv,healthy 1,healthy 1,50,25,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch3.csv,healthy 1,healthy 1,50,25,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch1.csv,healthy 1,healthy 1,50,26,val,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch2.csv,healthy 1,healthy 1,50,26,val,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch3.csv,healthy 1,healthy 1,50,26,val,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch1.csv,healthy 1,healthy 1,50,27,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch2.csv,healthy 1,healthy 1,50,27,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch3.csv,healthy 1,healthy 1,50,27,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch1.csv,healthy 1,healthy 1,50,28,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch2.csv,healthy 1,healthy 1,50,28,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch3.csv,healthy 1,healthy 1,50,28,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch1.csv,healthy 1,healthy 1,50,29,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch2.csv,healthy 1,healthy 1,50,29,train,57
C:\Project Work\Dataset\Electric\Motor-2\50\healthy 1\Electric_Motor-2_50_time-healthy 1-ch3.csv,healthy 1,healthy 1,50,29,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,0,val,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,0,val,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,0,val,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,1,val,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,1,val,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,1,val,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,2,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,2,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,2,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,3,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,3,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,3,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,4,val,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,4,val,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,4,val,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,5,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,5,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,5,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,6,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,6,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,6,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,7,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,7,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,7,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,8,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,8,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,8,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,9,test,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,9,test,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,9,test,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,10,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,10,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,10,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,11,val,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,11,val,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,11,val,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,12,test,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,12,test,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,12,test,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,13,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,13,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,13,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,14,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,14,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,14,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,15,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,15,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,15,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,16,test,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,16,test,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,16,test,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,17,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,17,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,17,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,18,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,18,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,18,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,19,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,19,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,19,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,20,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,20,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,20,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,21,test,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,21,test,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,21,test,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,22,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,22,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,22,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,23,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,23,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,23,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,24,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,24,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,24,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,25,test,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,25,test,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,25,test,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,26,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,26,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,26,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,27,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,27,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,27,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,28,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch2.csv,healthy 1,healthy 1,75,28,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch3.csv,healthy 1,healthy 1,75,28,train,57
C:\Project Work\Dataset\Electric\Motor-2\75\healthy 1\Electric_Motor-2_75_time-healthy 1-ch1.csv,healthy 1,healthy 1,75,29,train,57
